gp,min,pts,fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,pts_per_min,per_simple,ts_pct,ast_to_ratio,def_contrib_per_min
65,9.5,5.0,47.6,7.1,82.8,1.5,1.2,0.1,0.0,0.8,0,0.526315734072028,0.4736841606648252,0.5165288188990043,1.4999981250023435,0.1052631468144056
65,9.5,5.0,47.6,7.1,82.8,1.5,1.2,0.1,0.0,0.8,1,0.526315734072028,0.4736841606648252,0.5165288188990043,1.4999981250023435,0.1052631468144056
82,21.2,6.9,54.2,0.0,48.5,5.9,0.8,0.7,0.6,1.3,0,0.3254716827607697,0.4528301673193318,0.5383894290902889,0.6153841420121985,0.24056602638839497
82,21.2,6.9,54.2,0.0,48.5,5.9,0.8,0.7,0.6,1.3,1,0.3254716827607697,0.4528301673193318,0.5383894290902889,0.6153841420121985,0.24056602638839497
44,9.4,2.7,31.3,32.5,78.9,1.0,1.0,0.4,0.1,0.8,1,0.2872340119963817,0.2127659348121346,0.388377333608362,1.249998437501953,0.12765956088728075
36,8.8,4.3,47.5,0.0,61.5,1.4,0.6,0.5,0.2,0.7,0,0.4886363081095104,0.43181813274793934,0.5128815570416132,0.8571416326548105,0.17045452608471295
60,8.7,2.9,44.4,0.0,69.7,1.2,1.7,0.6,0.1,0.6,1,0.33333329501916154,0.4942528167525498,0.523087834383898,2.8333286111189815,0.1839080248381581
60,8.7,2.9,44.4,0.0,69.7,1.2,1.7,0.6,0.1,0.6,1,0.33333329501916154,0.4942528167525498,0.523087834383898,2.8333286111189815,0.1839080248381581
60,8.7,2.9,44.4,0.0,69.7,1.2,1.7,0.6,0.1,0.6,0,0.33333329501916154,0.4942528167525498,0.523087834383898,2.8333286111189815,0.1839080248381581
71,30.4,16.3,49.5,0.0,72.5,6.5,1.5,1.0,1.3,2.1,1,0.5361841928886779,0.5493420871926945,0.549932486509279,0.7142853741498217,0.21052630886426615
71,30.4,16.3,49.5,0.0,72.5,6.5,1.5,1.0,1.3,2.1,1,0.5361841928886779,0.5493420871926945,0.549932486509279,0.7142853741498217,0.21052630886426615
71,30.4,16.3,49.5,0.0,72.5,6.5,1.5,1.0,1.3,2.1,0,0.5361841928886779,0.5493420871926945,0.549932486509279,0.7142853741498217,0.21052630886426615
34,8.6,3.5,39.2,31.9,54.5,0.8,0.6,0.3,0.2,0.8,1,0.40697669686317484,0.25581392374256695,0.45668046537566137,0.7499990625011718,0.10465115062195925
34,8.6,3.5,39.2,31.9,54.5,0.8,0.6,0.3,0.2,0.8,1,0.40697669686317484,0.25581392374256695,0.45668046537566137,0.7499990625011718,0.10465115062195925
34,8.6,3.5,39.2,31.9,54.5,0.8,0.6,0.3,0.2,0.8,0,0.40697669686317484,0.25581392374256695,0.45668046537566137,0.7499990625011718,0.10465115062195925
45,8.3,4.5,49.4,0.0,60.9,2.4,0.4,0.2,0.1,0.9,0,0.542168609377276,0.518072226738286,0.5281688901011995,0.44444395061783265,0.16867467847293033
70,32.3,12.8,38.0,33.0,90.3,3.0,5.7,0.6,0.1,1.9,0,0.3962848174524825,0.380804941770745,0.47393361419330465,2.999998421053463,0.0959752292267731
57,7.7,2.0,36.8,25.0,61.5,1.2,0.4,0.3,0.1,0.4,0,0.25974022600776286,0.2597402260077629,0.43327537553059986,0.9999975000062501,0.15584413560465774
52,7.3,2.6,39.3,27.3,81.3,1.3,0.3,0.2,0.1,0.6,1,0.35616433477200893,0.30136982173016136,0.45391045603685193,0.49999916666805555,0.1643835391255426
51,6.5,1.9,55.3,0.0,46.4,2.1,0.1,0.2,0.3,0.6,1,0.292307647337285,0.47692300355030703,0.5523252602760115,0.16666638888935187,0.292307647337285
35,6.2,3.3,43.5,40.0,88.9,0.7,0.3,0.2,0.2,0.6,0,0.5322579786680679,0.3709676821019868,0.4969878021121077,0.49999916666805555,0.12903223725286497
48,5.7,1.1,23.8,16.7,76.5,0.6,1.3,0.3,0.0,0.5,0,0.19298242228378557,0.22807013542629198,0.27833994011136637,2.5999948000104,0.12280699599877262
21,4.9,0.7,33.3,0.0,50.0,1.1,0.1,0.1,0.3,0.1,0,0.14285711370262982,0.28571422740525965,0.339146958190932,0.9999900000999989,0.265306068304884
36,4.3,2.0,33.8,28.6,80.0,0.6,0.3,0.1,0.0,0.6,0,0.46511617090321605,0.23255808545160803,0.44404953639008155,0.49999916666805555,0.11627904272580401
21,4.1,2.2,37.5,25.0,69.2,1.1,0.0,0.1,0.4,0.3,0,0.5365852349792111,0.46341452111840953,0.4290169933631071,0.0,0.243902379536005
79,34.4,22.0,46.8,36.7,81.0,5.9,4.2,1.0,0.2,3.4,1,0.6395348651298005,0.563953471978097,0.5414451397201644,1.2352937543253664,0.14825580964372648
81,33.8,18.6,49.8,19.0,77.5,5.1,4.6,1.9,0.8,3.2,1,0.5502958417072238,0.5621301608837233,0.5319148631940709,1.4374995507813901,0.1775147876474915
80,31.1,13.8,41.9,32.7,78.0,4.1,4.1,1.6,0.5,3.2,0,0.44372988926913537,0.4244372853878688,0.5126299767734045,1.2812495996095,0.18327973687203417
79,32.6,15.1,45.5,42.8,83.1,2.8,3.0,1.5,0.5,2.0,1,0.46319016984079237,0.4171779013135612,0.5420734820452698,1.499999250000375,0.1288343518762469
79,29.7,13.8,42.5,27.0,74.6,3.3,4.4,1.8,0.3,3.1,1,0.4646464490018031,0.3973063839290781,0.4582890237586993,1.4193543808534255,0.14478113990635894
82,29.7,11.9,48.6,0.0,74.9,6.7,1.8,1.5,0.6,2.5,1,0.4006733871827142,0.4848484685236207,0.561320701762198,0.7199997120001151,0.19528618871090275
75,29.6,16.9,41.4,31.4,79.5,2.5,2.3,0.9,0.3,1.5,1,0.5709459266572321,0.3716216090668375,0.46829968586235393,1.5333323111117925,0.09121621313458739
82,28.1,8.6,43.3,0.0,82.6,4.6,5.8,0.9,0.3,2.3,1,0.30604981117260455,0.45551599802434156,0.4723198075219895,2.5217380340269417,0.15302490558630227
76,27.6,14.1,45.7,36.6,71.7,5.2,1.6,1.3,0.8,2.5,1,0.5108695467076251,0.47463766396240353,0.5280107453556961,0.6399997440001024,0.17753622545158604
71,27.1,11.9,43.5,22.7,73.5,3.4,7.1,2.0,0.1,3.6,1,0.43911437494042893,0.505535036696124,0.4680616371883546,1.972221674382868,0.15867158086082728
79,26.1,11.7,43.2,24.8,74.5,2.6,3.8,1.1,0.1,2.3,1,0.44827584489364575,0.3908045827277937,0.4930882928954574,1.6521731947073066,0.1187739418094275
82,26.7,8.8,37.6,32.0,80.4,2.9,1.0,0.6,0.2,1.2,0,0.3295880026371535,0.2546816384014367,0.48629526013536034,0.8333326388894676,0.11235954635357503
54,25.1,8.6,41.9,32.9,61.4,3.9,2.4,1.2,0.3,0.9,1,0.3426294684211367,0.3944222950429365,0.4748232691228722,2.6666637037069956,0.16733067062427606
55,22.2,8.0,42.0,25.0,67.3,5.2,2.1,0.7,0.5,1.9,0,0.3603603441279124,0.427927908651896,0.47438324544790733,1.1052625761775916,0.19369368496875292
64,22.0,11.0,45.0,40.6,78.9,3.1,1.3,0.6,0.3,1.3,0,0.49999997727272827,0.4318181621900835,0.5475905468348718,0.9999992307698226,0.14090908450413253
71,21.1,6.4,49.0,0.0,80.3,2.2,3.4,1.1,0.1,1.6,0,0.3033175211697857,0.4075829190718996,0.5431092085693808,2.12499867187583,0.13744075178005916
36,20.3,5.7,41.7,14.3,69.5,2.5,4.3,1.2,0.1,2.3,0,0.2807881635079722,0.389162542405786,0.4820702838176109,1.8695644045372153,0.12807881142468908
65,18.5,7.4,50.1,0.0,57.1,4.5,1.0,1.0,0.3,1.2,0,0.39999997837837953,0.4810810550766998,0.5294790312708886,0.8333326388894676,0.2162162045288538
80,19.5,7.1,47.5,30.0,85.0,2.1,2.6,0.8,0.2,1.0,1,0.36410254543063864,0.42564100381328185,0.516588981870055,2.5999974000026005,0.12820512163050657
32,19.3,6.8,46.7,20.0,69.2,1.5,3.7,0.8,0.1,1.7,0,0.35233158796209385,0.3886010161346624,0.48906782378195857,2.176469307959231,0.10880828451770547
81,19.0,9.3,43.7,20.8,78.3,3.2,1.0,0.6,0.1,1.7,0,0.48947365844875484,0.39473682132964094,0.5098683651460127,0.5882349480970894,0.13157894044321367
80,18.2,11.5,43.4,22.5,78.6,2.3,1.5,0.5,0.1,1.6,1,0.6318680971501045,0.45054942579398766,0.5183915868741809,0.9374994140628662,0.08791208308175368
71,16.8,5.6,46.4,0.0,59.6,2.3,1.1,0.5,0.4,0.4,1,0.33333331349206463,0.36904759708050017,0.4784688177599422,2.7499931250171876,0.12499999255952425
81,16.8,8.9,46.7,32.2,74.5,2.0,3.9,1.2,0.0,1.8,1,0.5297618732284599,0.5773809180130405,0.5376993067062221,2.1666654629636315,0.14880951495181458
82,16.7,5.2,42.0,35.9,88.4,1.1,3.7,0.8,0.0,0.8,1,0.3113772268636391,0.43712572232780117,0.5358613899708594,4.624994218757227,0.10179640109003588
24,14.7,5.1,44.3,0.0,57.8,2.1,0.9,0.7,0.1,1.4,0,0.3469387519089285,0.2789115456522757,0.4915187950040872,0.6428566836737974,0.14285713313897055
65,14.5,5.5,48.8,0.0,68.9,3.6,0.3,0.2,0.2,0.7,0,0.37931031866825393,0.4413792799048772,0.5562296609567837,0.42857081632740524,0.17241378121284268
56,14.3,5.0,48.6,0.0,58.0,3.2,0.6,0.4,0.1,0.7,1,0.34965032519927797,0.4055943772311623,0.5073050918617913,0.8571416326548105,0.17482516259963898
36,7.0,1.6,43.1,0.0,69.2,1.9,0.2,0.1,0.1,0.3,1,0.22857139591837203,0.3714285183673545,0.4504501968185829,0.6666644444518519,0.1999999714285755
51,13.4,4.8,44.5,0.0,72.5,2.2,0.8,0.4,0.3,0.9,0,0.358208928491871,0.358208928491871,0.499583576273194,0.8888879012356653,0.17164177823568819
75,10.4,4.3,54.5,0.0,69.9,2.7,0.2,0.1,0.3,0.9,1,0.4134614987056251,0.4807691845414246,0.6039324146257262,0.22222197530891633,0.23076920857988378
54,10.2,4.8,42.6,0.0,38.4,3.7,1.1,0.4,0.1,0.9,1,0.4705881891580207,0.5098038715878558,0.4267424561268747,1.2222208641990397,0.2549019357939279
62,9.9,4.1,53.7,25.0,61.5,2.1,0.3,0.3,0.5,0.6,1,0.41414137230895226,0.48484843587389526,0.5631866584652037,0.49999916666805555,0.19191917253341695
82,9.5,1.7,30.1,7.1,78.1,1.1,2.6,0.3,0.1,1.1,1,0.17894734958448952,0.357894699168979,0.42585149005436373,2.3636342148779868,0.12631577617728676
53,9.4,2.2,36.6,29.4,60.9,0.5,2.2,0.5,0.1,1.0,0,0.2340425282933481,0.3085106054775952,0.4442647640287706,2.1999978000022002,0.1063829674060673
47,9.4,2.9,40.2,16.7,83.3,0.9,2.3,0.5,0.2,1.3,0,0.3085106054775952,0.39361697940244894,0.483978476642698,1.7692294082850704,0.13829785762788746
36,8.8,4.1,40.8,38.5,65.4,1.1,0.8,0.6,0.1,1.1,1,0.46590903796488203,0.34090905216942563,0.4980562443983857,0.7272720661163036,0.15909089101239873
62,8.5,2.6,51.3,0.0,65.0,2.4,0.1,0.3,0.8,0.5,1,0.30588231695502155,0.5176469979238825,0.5555553181387529,0.1999996000008,0.30588231695502155
37,8.3,3.5,49.0,0.0,67.4,1.3,0.5,0.5,0.2,0.5,0,0.42168669618232574,0.44578307882131574,0.5258411881486814,0.999998000004,0.1686746784729303
60,8.1,3.1,49.4,0.0,50.0,2.6,0.4,0.3,0.3,0.5,1,0.38271600213382695,0.5555554869684586,0.4987128382519826,0.7999984000032,0.2839505822283232
51,8.0,2.2,40.4,25.0,81.3,0.9,1.5,0.5,0.1,0.7,1,0.27499996562500434,0.3999999500000062,0.47169791093571567,2.1428540816370263,0.16249997968750254
42,7.9,4.0,43.0,10.0,69.0,1.3,0.5,0.3,0.1,0.5,1,0.5063290498317659,0.40506323986541254,0.4537204052358428,0.999998000004,0.15189871494952978
33,7.8,3.8,48.0,10.0,82.4,1.1,0.4,0.4,0.1,0.4,1,0.48717942472058656,0.4615384023668716,0.5367230122251377,0.9999975000062501,0.14102562294543297
33,7.8,3.8,48.0,10.0,82.4,1.1,0.4,0.4,0.1,0.4,0,0.48717942472058656,0.4615384023668716,0.5367230122251377,0.9999975000062501,0.14102562294543297
57,10.0,3.3,36.9,30.8,63.8,2.2,0.8,0.7,0.4,1.2,1,0.3299999670000033,0.38999996100000395,0.47413779478798995,0.6666661111115741,0.2299999770000023
57,10.0,3.3,36.9,30.8,63.8,2.2,0.8,0.7,0.4,1.2,0,0.3299999670000033,0.38999996100000395,0.47413779478798995,0.6666661111115741,0.2299999770000023
24,17.4,5.3,41.8,24.4,60.0,1.8,0.8,1.0,0.4,1.1,0,0.3045976836438113,0.2758620531113762,0.478339263837678,0.7272720661163036,0.17241378319461018
77,22.6,6.0,46.0,40.1,71.2,3.2,0.9,0.7,0.2,0.8,0,0.26548671391651707,0.327433613830371,0.5773670944251166,1.1249985937517577,0.14159291408880909
72,7.3,2.5,41.5,0.0,73.8,1.3,0.6,0.3,0.0,0.5,0,0.34246570651154706,0.36986296303247074,0.5032204093315582,1.1999976000047998,0.12328765434415692
49,7.3,2.6,36.4,22.2,66.0,0.6,1.4,0.3,0.1,0.9,1,0.35616433477200893,0.28767119346969944,0.42763143827913214,1.555553827162414,0.10958902608369506
46,6.8,3.3,50.4,40.0,70.6,1.1,0.4,0.3,0.1,0.7,0,0.4852940462802873,0.4411764057093521,0.5485370516831609,0.5714277551032071,0.14705880190311738
43,6.8,1.6,34.9,11.1,56.3,0.6,1.7,0.5,0.1,0.4,1,0.2352940830449878,0.39705876513841687,0.38535626909620946,4.249989375026562,0.1323529217128056
35,6.0,1.9,31.9,20.0,77.3,0.7,1.1,0.3,0.1,0.8,0,0.31666661388889766,0.2999999500000082,0.4018610821230617,1.3749982812521484,0.11666664722222546
51,5.7,2.2,47.4,0.0,78.3,1.4,0.2,0.2,0.0,0.5,1,0.38596484456757113,0.4385964142813308,0.5801684703752794,0.3999992000016,0.21052627885503877
41,5.6,2.4,42.2,0.0,68.2,1.0,0.2,0.2,0.1,0.3,1,0.42857135204082997,0.3749999330357264,0.48309159295829585,0.6666644444518519,0.14285711734694334
82,39.6,13.6,43.2,25.4,77.4,4.8,10.6,2.5,0.1,3.1,1,0.3434343347617592,0.5227272595270894,0.4924680987494135,3.419353735692343,0.15151514768901142
61,35.6,13.8,47.7,30.8,81.9,2.3,7.1,1.5,0.1,3.0,1,0.3876404385494259,0.4269662801413967,0.5368813774602104,2.3666658777780407,0.08988763792450456
58,22.6,7.2,43.7,29.0,65.6,2.6,3.2,0.6,0.3,1.0,0,0.3185840566998205,0.3761061780483992,0.48622359721453307,3.1999968000032006,0.12831857839298325
55,32.9,14.8,47.5,0.0,67.9,7.9,1.3,1.1,0.5,2.2,1,0.4498480106429177,0.46808509215546856,0.505464446348057,0.5909088223141716,0.21580546456518346
67,31.7,12.4,43.9,33.3,87.9,3.4,6.4,1.7,0.1,2.5,1,0.3911671800893634,0.46687695688085323,0.4915952670793477,2.5599989760004096,0.13249210938510697
42,27.1,7.6,40.7,20.0,83.3,4.5,2.3,0.9,0.4,1.8,1,0.28044279407960165,0.32841327201427034,0.4433037280326963,1.277777067901629,0.16605165438923783
35,24.5,10.4,35.6,22.4,72.7,3.4,1.7,0.8,0.6,1.8,1,0.42448977859225395,0.2734693765930868,0.3988953360773753,0.9444439197533779,0.13061223956684737
35,24.5,10.4,35.6,22.4,72.7,3.4,1.7,0.8,0.6,1.8,1,0.42448977859225395,0.2734693765930868,0.3988953360773753,0.9444439197533779,0.13061223956684737
82,24.2,11.7,50.1,20.0,60.4,6.3,1.0,0.7,1.5,1.7,1,0.4834710544020225,0.5495867541493078,0.5337590753869458,0.5882349480970894,0.26859503022334585
80,24.0,9.2,46.1,20.8,83.9,2.4,5.5,1.3,0.3,1.8,1,0.3833333173611117,0.5166666451388898,0.532160974992946,3.0555538580256343,0.1458333272569447
81,22.6,7.7,50.1,0.0,62.6,5.5,1.1,0.6,0.7,1.1,1,0.3407079495261969,0.46460174935390475,0.5297192446726411,0.9999990909099175,0.21681414969848894
82,22.4,10.0,48.8,35.5,80.1,2.3,1.6,0.7,0.2,1.2,1,0.4464285514987254,0.4107142673788273,0.5805851624959171,1.3333322222231483,0.09374999581473231
61,22.4,9.6,40.4,26.7,74.0,2.3,1.9,0.9,0.4,1.9,1,0.42857140943877636,0.31249998604910767,0.46710777859986585,0.9999994736844876,0.11607142338966861
66,21.7,8.6,48.2,0.0,51.2,4.0,1.2,0.7,0.5,1.6,1,0.3963133457920117,0.37788016691796456,0.49176572601032414,0.749999531250293,0.17050690458493528
59,22.2,8.0,42.3,33.8,81.5,3.7,1.6,0.5,0.8,0.8,0,0.3603603441279124,0.4414414215566927,0.5470458770451482,1.999997500003125,0.19369368496875292
79,20.9,7.9,46.3,17.4,57.6,3.8,2.1,1.1,0.7,1.7,1,0.3779904125363439,0.44019136649802065,0.48958843708621264,1.2352933910038877,0.19617223941759618
82,20.8,8.5,49.1,36.7,77.2,4.0,1.3,0.8,0.8,1.3,1,0.40865382650702753,0.49519228388498643,0.5675747105268816,0.9999992307698226,0.20192306721523715
79,20.6,5.0,39.0,18.8,78.4,1.7,5.1,1.6,0.0,1.3,1,0.24271843481949343,0.4174757078895287,0.4313318786521948,3.923073905327765,0.1407766921953062
78,20.5,8.1,42.8,0.0,72.5,4.2,1.4,0.7,0.3,1.4,1,0.39512193194527157,0.40975607757287424,0.4828325604634525,0.999999285714796,0.19512194170136868
24,17.5,5.2,39.1,38.5,72.5,1.1,2.9,1.0,0.1,1.0,0,0.29714284016326625,0.34285712326530726,0.48616296070251297,2.8999971000029,0.11999999314285753
39,16.5,5.7,45.9,0.0,87.1,4.5,0.8,0.3,0.1,0.9,1,0.3454545245179076,0.4727272440771366,0.5273870230593962,0.8888879012356653,0.20606059357208523
75,15.0,5.6,43.0,0.0,70.7,2.9,0.9,0.5,0.9,1.6,0,0.3733333084444461,0.39333330711111303,0.49295765969055283,0.5624996484377197,0.23999998400000108
79,14.6,3.6,53.2,0.0,64.0,3.4,0.5,0.4,0.3,0.7,1,0.24657532557703252,0.39726024676299687,0.5597013185008337,0.7142846938790087,0.19178080878213638
58,13.1,2.7,37.4,24.0,71.9,1.0,3.1,0.3,0.1,1.0,0,0.20610685449566,0.32061066254880444,0.42667495996366633,3.0999969000031005,0.08396945923897259
49,11.9,5.3,44.6,0.0,72.2,0.6,1.2,0.4,0.0,1.0,0,0.44537811383377196,0.28571426170468395,0.47457011558558104,1.1999988000012,0.06722688510698445
70,10.3,4.2,49.6,23.1,80.6,2.0,0.7,0.3,0.6,0.8,1,0.40776695070223784,0.4854368460740926,0.539014235365956,0.874998906251367,0.21359221227260078
40,9.5,3.8,42.2,20.0,89.7,0.7,1.5,0.1,0.1,0.6,0,0.3999999578947413,0.3684210138504196,0.4740517779311931,2.499995833340278,0.0842105174515245
55,9.3,3.1,47.4,0.0,56.3,2.6,0.4,0.2,0.3,0.6,1,0.3333332974910433,0.44086016764944447,0.5045571274228101,0.6666655555574075,0.1935483662851219
59,8.7,2.5,47.0,0.0,73.5,0.7,1.7,0.6,0.0,0.9,0,0.28735628880962205,0.37931030122870113,0.5073049889184297,1.8888867901257886,0.1149425155238488
44,8.3,2.4,40.4,0.0,81.0,0.6,2.0,0.4,0.0,0.9,0,0.2891565916678805,0.3493975482653557,0.44117630839106303,2.222219753089163,0.1084337218754552
49,8.3,4.5,46.6,0.0,70.2,1.3,0.5,0.3,0.3,0.6,1,0.542168609377276,0.4578312701408109,0.5081299665469814,0.8333319444467593,0.15662648715343527
44,7.6,1.1,38.5,0.0,44.4,1.9,0.4,0.2,0.3,0.5,0,0.14473682306094435,0.3289473251385099,0.399709011839381,0.7999984000032,0.2368420740997271
41,6.6,1.9,36.7,0.0,66.7,1.7,0.5,0.1,0.3,0.6,0,0.2878787442607963,0.37878782139578443,0.43025342832725166,0.8333319444467593,0.22727269283747079
36,6.3,1.3,37.5,28.6,61.5,0.4,0.6,0.2,0.0,0.5,1,0.20634917359536928,0.1587301335348995,0.44037910543421044,1.1999976000047998,0.07936506676744973
45,19.9,6.2,37.7,37.3,74.4,1.8,2.7,0.5,0.2,0.9,0,0.3115577732885541,0.30150752253731034,0.43417360865915844,2.9999966666703703,0.10552763288805864
50,6.2,1.7,31.0,0.0,60.4,1.0,0.3,0.3,0.1,0.4,0,0.274193504162338,0.22580641519251374,0.3971960760765999,0.7499981250046874,0.17741932622268933
82,37.4,22.9,45.5,21.3,68.4,4.8,4.8,2.5,1.0,4.2,1,0.6122994488689987,0.5053475800709204,0.5036065929096325,1.142856870748364,0.1657753966370215
82,36.0,18.8,46.8,35.5,74.7,8.3,3.6,1.1,0.2,2.6,1,0.5222222077160499,0.5444444293209882,0.5169379390157314,1.3846148520712107,0.20833332754629647
80,33.9,14.6,48.5,0.0,74.5,7.9,1.9,0.7,2.1,1.7,1,0.430678453372317,0.5427728453459338,0.5447760787480539,1.1176464013844698,0.23303834120830852
80,33.7,15.7,53.8,0.0,69.6,8.1,3.8,0.6,0.8,3.1,1,0.4658753570956867,0.5697329207794384,0.5814814384087823,1.2258060561915947,0.2255192811418611
71,27.8,5.3,47.5,0.0,61.7,4.7,8.2,1.8,0.6,2.2,1,0.19064747515656563,0.55395681460587,0.5216534406194014,3.7272710330586203,0.20143884167486178
68,25.3,10.4,49.1,0.0,75.7,5.0,1.1,0.7,0.7,1.1,1,0.4110671774281748,0.4703557126341615,0.5367464351004919,0.9999990909099175,0.18181817463169267
63,25.2,15.9,53.1,0.0,64.9,4.9,1.7,0.6,0.6,2.4,0,0.6309523559145891,0.5555555335097012,0.5589144713924022,0.7083330381945674,0.15476189862055958
78,22.7,9.2,45.4,22.2,64.6,4.7,2.4,1.6,0.4,1.6,1,0.4052863257583116,0.49339204874924886,0.49590335317988865,1.499999062500586,0.22026430747734327
80,19.8,5.9,39.6,31.9,77.0,2.0,0.7,0.9,0.1,0.3,0,0.29797978293031396,0.2828282685440268,0.4795187777115121,2.3333255555814816,0.12626261988572626
80,21.9,8.5,45.5,20.0,72.8,4.7,1.3,0.6,0.8,1.1,1,0.3881278361585463,0.46118719355309623,0.49603168813822507,1.1818171074389934,0.1872146033235341
77,20.9,8.8,43.0,25.0,74.1,2.0,2.0,1.2,0.3,1.7,1,0.42105261143288947,0.3588516574712125,0.4919498555512238,1.1764698961941789,0.12440190792335369
81,20.8,10.3,43.7,29.8,80.1,2.1,3.6,0.8,0.0,1.5,1,0.4951922838849863,0.4567307472725602,0.49254012121842766,2.399998400001067,0.10576922568417184
50,19.6,6.7,39.7,0.0,58.1,4.9,1.1,0.4,0.7,1.7,1,0.3418367172532287,0.35714283892128373,0.42148962990819955,0.6470584429067984,0.2244897844648069
80,19.5,5.3,45.4,27.9,77.7,2.3,4.5,0.9,0.1,1.9,1,0.27179485785667395,0.43589741354372225,0.5237153115187131,2.368419806094839,0.14358973622616736
75,18.7,7.5,46.7,33.3,67.6,7.1,0.7,0.8,1.1,1.4,1,0.4010694972690108,0.6203208224427368,0.49761139893691625,0.499999642857398,0.35294115759672956
67,18.2,6.9,40.8,32.9,83.3,1.7,3.0,0.6,0.1,1.6,1,0.37912085829006276,0.3681318479048435,0.48950049808449236,1.8749988281257324,0.1098901038521921
82,17.8,5.3,56.2,0.0,61.4,3.6,0.7,0.5,1.5,0.9,1,0.29775279226107904,0.47191008584774785,0.5990052895557663,0.777776913581207,0.24157302013634716
64,17.3,7.9,49.0,22.2,66.3,3.3,1.2,0.3,0.4,0.9,1,0.45664737244812875,0.46820806542149906,0.5194633719800931,1.3333318518534978,0.16763004811387006
68,15.1,6.6,58.1,0.0,72.7,4.2,0.5,0.5,0.5,1.4,1,0.43708606376913484,0.5629138700057041,0.6120176906495381,0.35714260204099857,0.2516556124731383
77,15.0,6.5,54.5,0.0,58.7,4.3,0.7,0.5,0.6,1.2,1,0.4333333044444464,0.5666666288888915,0.5599585527294018,0.5833328472226273,0.21999998533333434
68,14.8,6.6,45.6,8.3,74.3,3.5,1.3,0.3,0.2,1.0,1,0.44594591581446513,0.4932432099159994,0.510204002751391,1.2999987000013002,0.19594593270635588
77,14.3,5.2,47.6,0.0,63.2,3.5,0.5,0.3,0.4,1.1,1,0.3636363382072491,0.41258738373514803,0.5233493310488464,0.4545450413226897,0.2167832016235523
66,14.2,4.4,47.1,0.0,69.3,2.9,0.8,0.6,0.2,0.7,1,0.3098591331085118,0.41549292848641356,0.5467195460438504,1.1428555102064142,0.19014083168022317
67,13.6,4.6,42.3,25.0,72.9,2.6,1.8,0.6,0.3,0.9,0,0.33823526924740666,0.4485293787846045,0.45926508401256305,1.999997777780247,0.18382351589532972
65,13.5,5.4,47.6,0.0,68.7,3.4,0.4,0.3,0.3,1.2,1,0.3999999703703726,0.42222219094650454,0.5269319814730715,0.33333305555578707,0.2148147989026075
65,13.2,5.0,41.3,35.0,76.9,1.6,1.1,0.7,0.3,0.8,0,0.3787878500918296,0.3560605790863198,0.45955873905170236,1.3749982812521484,0.15151514003673183
62,13.2,4.2,52.7,0.0,63.9,3.5,0.4,0.3,0.1,0.9,1,0.31818179407713687,0.4242423921028491,0.5633045699290317,0.44444395061783265,0.20454543904958794
64,13.1,5.5,45.0,23.5,70.1,1.7,1.3,0.4,0.1,0.9,0,0.41984729619486294,0.3816793601771481,0.5047723008861414,1.444442839507956,0.11450380805314443
59,12.9,5.6,54.4,0.0,64.9,2.9,1.0,0.3,0.5,1.0,1,0.4341084934799617,0.5271317420828108,0.5631535472337997,0.9999990000010001,0.19379843458926865
70,18.2,7.4,65.9,0.0,62.6,4.4,0.9,0.7,0.8,1.1,0,0.40659338425311076,0.5769230452240086,0.668835743160567,0.8181810743808415,0.24725273366743222
62,11.5,5.8,44.1,32.0,79.7,1.7,0.7,0.4,0.1,0.9,1,0.5043477822306276,0.4086956166351637,0.5052263928177015,0.777776913581207,0.13043477126654163
35,11.0,3.8,39.3,0.0,35.3,2.9,0.5,0.2,0.2,1.1,0,0.34545451404958966,0.27272724793388653,0.39915958000849155,0.4545450413226897,0.20909089008264636
42,11.0,3.3,38.0,33.3,75.0,0.8,1.0,0.6,0.1,0.7,0,0.2999999727272752,0.24545452314049776,0.42221074150185733,1.4285693877580175,0.10909089917355462
59,10.7,5.0,41.1,4.5,86.8,1.2,0.5,0.3,0.1,0.8,1,0.467289675954236,0.3084111861297956,0.47420324844399686,0.6249992187509765,0.09345793519084719
45,10.4,4.2,48.6,0.0,60.0,1.7,0.6,0.2,0.2,0.4,0,0.40384611501479667,0.4134614987056252,0.4962191644094603,1.4999962500093749,0.13461537167159887
67,9.5,4.9,42.6,28.3,78.9,1.2,0.9,0.4,0.1,0.7,1,0.5157894193905875,0.39999995789474135,0.47443832795539737,1.2857124489822158,0.12631577617728673
60,8.7,3.8,46.8,0.0,69.0,1.5,0.7,0.3,0.3,0.6,1,0.43678155899062543,0.44827581054301036,0.4947915378147037,1.166664722225463,0.16091952173338833
41,8.3,3.1,42.7,0.0,75.0,1.4,1.1,0.3,0.0,0.6,0,0.3734939309043457,0.4096385048628306,0.47026684761321375,1.8333302777828704,0.12048191319495022
62,8.0,3.7,43.6,0.0,74.6,1.9,0.4,0.1,0.1,0.6,1,0.4624999421875073,0.4374999453125067,0.48890050504743526,0.6666655555574075,0.18749997656250295
